site,site_number,sampling_date,sampling_method,transect_number,end_distance,species_ID,species,start_distance_from_upper_transect,end_distance_from_upper_transect,total_distance
Mosquito,13,1-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.709,2.747,0.038
Mosquito,13,1-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.923,2.975,0.052
Mosquito,13,1-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,13.475,13.498,0.023
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.412,0.454,0.042
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.512,0.535,0.023
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.553,0.591,0.038
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.769,0.807,0.038
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.892,1.028,0.136
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.495,1.504,0.009
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,MAPY,Macrocystis pyrifera,1.55,1.662,0.112
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.767,2.003,0.236
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.111,2.48,0.369
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.557,2.639,0.082
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.764,2.775,0.011
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.346,3.361,0.015
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.388,3.901,0.513
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.919,3.925,0.006
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.479,4.562,0.083
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,17.781,17.801,0.02
Mosquito,13,1-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,18.35,18.502,0.152
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.129,0.138,0.009
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.198,0.217,0.019
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.255,0.323,0.068
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.449,0.503,0.054
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.742,0.932,0.19
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.973,0.984,0.011
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.058,1.079,0.021
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,ULIN,Ulva intestinalis,1.086,1.091,0.005
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.552,1.631,0.079
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.681,1.854,0.173
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,ZOMA,Zostera marina,1.854,1.856,0.002
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,ZOMA,Zostera marina,1.897,1.902,0.005
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,ZOMA,Zostera marina,2.01,2.016,0.006
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.024,2.04,0.016
Mosquito,13,1-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.059,2.066,0.007
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.067,1.076,0.009
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.137,1.14,0.003
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.161,3.338,2.177
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FISH,Fish (Capelin),3.338,3.359,0.021
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.359,4.148,0.789
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.173,4.192,0.019
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FISH,Fish (Capelin),4.192,4.204,0.012
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.767,4.778,0.011
Totem,14,9-Sep-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,11.398,11.405,0.007
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,12.662,12.673,0.011
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,12.688,12.7,0.012
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,12.705,12.714,0.009
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,12.727,12.761,0.034
Totem,14,9-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,12.791,12.85,0.059
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.329,0.35,0.021
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.446,0.595,0.149
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.722,0.746,0.024
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.166,1.18,0.014
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.254,1.299,0.045
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.369,1.393,0.024
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.411,1.424,0.013
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.433,1.52,0.087
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.539,1.68,0.141
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.703,1.718,0.015
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.758,1.831,0.073
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.918,1.934,0.016
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.001,2.141,0.14
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.198,2.204,0.006
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.296,2.332,0.036
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.459,4.152,1.693
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FISH,Fish (Capelin),4.152,4.18,0.028
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.18,4.323,0.143
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FISH,Fish (Capelin),4.323,4.406,0.083
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.406,4.567,0.161
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.83,4.892,0.062
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FISH,Fish (Capelin),5.066,5.072,0.006
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,5.072,5.181,0.109
Totem,14,9-Sep-22,Line Intercept Transect,2,20,WOOD,Wood,5.181,5.535,0.354
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,9.202,9.213,0.011
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,11.798,11.828,0.03
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,12.333,12.374,0.041
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,12.512,12.681,0.169
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,13.172,13.366,0.194
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,13.719,15.375,1.656
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,15.404,15.613,0.209
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,15.652,15.662,0.01
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,15.697,16.121,0.424
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,16.342,16.59,0.248
Totem,14,9-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,16.651,16.702,0.051
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.249,1.279,0.03
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.302,1.319,0.017
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.349,1.397,0.048
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.454,1.592,0.138
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.746,1.835,0.089
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.923,1.975,0.052
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.29,4.166,1.876
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,4.205,4.323,0.118
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,4.368,4.375,0.007
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,4.406,4.688,0.282
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,4.913,5.001,0.088
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,5.33,5.461,0.131
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,5.504,6.023,0.519
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,6.062,6.511,0.449
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,6.699,6.813,0.114
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,7.023,7.115,0.092
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,7.605,7.622,0.017
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,7.859,7.928,0.069
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,7.992,8.029,0.037
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,8.265,8.472,0.207
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,8.57,8.829,0.259
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,9.259,9.27,0.011
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,9.368,9.44,0.072
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,12.618,16.235,3.617
Totem,14,9-Sep-22,Line Intercept Transect,3,20,WOOD,Wood,16.235,16.696,0.461
Totem,14,9-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,16.696,17.614,0.918
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.826,0.845,0.019
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.972,3.557,2.585
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.631,3.662,0.031
Indian,15,10-Sep-22,Line Intercept Transect,1,20,SALA,Saccharina latissima,3.662,3.709,0.047
Indian,15,10-Sep-22,Line Intercept Transect,1,20,CEPA,Ceramium pacificum,3.82,3.85,0.03
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.913,3.93,0.017
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.152,4.246,0.094
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FISH,Fish (Salmon),4.246,4.317,0.071
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.317,4.338,0.021
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.452,4.513,0.061
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.562,4.606,0.044
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,5.32,5.325,0.005
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,5.654,5.691,0.037
Indian,15,10-Sep-22,Line Intercept Transect,1,20,ULLA,Ulva latuca,6.005,6.011,0.006
Indian,15,10-Sep-22,Line Intercept Transect,1,20,ULLA,Ulva latuca,6.968,7.04,0.072
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,7.768,7.816,0.048
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,8.456,8.521,0.065
Indian,15,10-Sep-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,9.291,9.334,0.043
Indian,15,10-Sep-22,Line Intercept Transect,1,20,ULLA,Ulva latuca,10.07,10.109,0.039
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.923,3.254,2.331
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FISH,Fish (Salmon),3.383,3.489,0.106
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.489,3.717,0.228
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.899,3.911,0.012
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,5.019,5.072,0.053
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FISH,Fish (Salmon),5.072,5.16,0.088
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,5.16,5.475,0.315
Indian,15,10-Sep-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,6.07,6.145,0.075
Indian,15,10-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.212,0.485,0.273
Indian,15,10-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.718,3.047,2.329
Indian,15,10-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.367,3.41,0.043
Indian,15,10-Sep-22,Line Intercept Transect,3,20,FISH,Fish (Salmon),3.41,3.462,0.052
Indian,15,10-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.462,3.556,0.094
Indian,15,10-Sep-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.852,4.048,0.196
