site_name,site_number,sampling_date,transect_number,distance_from_upper_transect,number_of_individuals_in_sample,species_ID,species,length,mass,notes
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,NA,NA,
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,5.31,NA,
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,4.39,NA,
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,3.25,NA,
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,2.85,NA,
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,3.78,NA,
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,2.48,NA,
Cruise,12,30-Aug-22,1,1,35,ISOPOD,NA,3.2,NA,
Cruise,12,30-Aug-22,1,1,35,OTHER,NA,NA,0.0053,Centipede: Geophilus
Cruise,12,30-Aug-22,1,4,5,OTHER,NA,NA,0.4186,Crab
Cruise,12,30-Aug-22,1,4,5,ISOPOD,NA,2.1,NA,
Cruise,12,30-Aug-22,1,4,5,ISOPOD,NA,2.6,NA,
Cruise,12,30-Aug-22,1,4,5,ISOPOD,NA,2.75,NA,
Cruise,12,30-Aug-22,1,4,5,ISOPOD,NA,2.9,NA,
Totem,14,9-Sep-22,3,3,180,TRTR,Traskorchestia traskiana,7.68,NA,
Totem,14,9-Sep-22,3,3,180,TRTR,Traskorchestia traskiana,7.04,NA,
Totem,14,9-Sep-22,3,3,180,TRTR,Traskorchestia traskiana,8.9,NA,
Totem,14,9-Sep-22,3,3,180,TRTR,Traskorchestia traskiana,7.36,NA,
Totem,14,9-Sep-22,3,3,180,TRTR,Traskorchestia traskiana,4.51,NA,
Totem,14,9-Sep-22,3,3,180,TRTR,Traskorchestia traskiana,5.58,NA,
Totem,14,9-Sep-22,3,3,180,TRTR,Traskorchestia traskiana,4,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.62,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.2,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.84,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,6.08,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,5.85,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.96,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.4,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,5.58,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.06,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,5.47,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.73,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.54,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,NA,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.06,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.21,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.75,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.4,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.86,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.5,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.26,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.59,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.28,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.99,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.31,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.51,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.37,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.7,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.14,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.31,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.73,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.52,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.74,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.05,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.8,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.75,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.08,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.85,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.73,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.06,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.39,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.78,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.21,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.98,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.34,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.68,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,5.03,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,5.33,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.32,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.18,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.65,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,5.19,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.58,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.7,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.4,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.84,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.05,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.27,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.05,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.93,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.81,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.74,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.87,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.42,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.45,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.5,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.57,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,NA,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.69,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.64,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.31,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.59,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.38,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.7,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.91,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.52,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.33,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.1,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.77,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.9,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.88,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.38,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.9,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.76,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.9,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.92,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.22,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.38,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.4,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.09,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.6,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.75,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.85,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.22,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.19,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.99,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.76,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.96,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.35,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.85,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.09,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.9,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.89,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.5,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.62,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.38,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.07,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.68,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.91,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.88,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.49,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.8,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.12,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.44,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.71,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.65,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.9,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.76,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.64,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.15,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.9,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.46,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.48,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.66,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.37,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.24,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.6,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.23,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.96,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.31,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.52,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.81,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.3,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.06,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.81,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,4.57,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,3.33,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,5.02,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.83,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.71,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,NA,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.35,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,2.06,NA,
Totem,14,9-Sep-22,3,3,180,ISOPOD,NA,1.67,NA,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0115,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.012,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.01,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0059,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0049,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0016,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0019,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0017,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0012,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0009,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0036,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0045,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0048,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0043,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0043,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0034,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0038,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0049,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0019,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0005,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0014,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0011,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0006,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0005,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0005,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0011,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0019,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0009,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0005,
Totem,14,9-Sep-22,3,3,180,OTHER,NA,NA,0.0003,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.84,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.59,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.13,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.46,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.52,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,4.25,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.46,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,9.26,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.96,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.12,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,6.24,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,4,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,4.63,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.17,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.12,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,4.5,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,3.96,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,4.57,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,4.95,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.14,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.35,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.04,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.51,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.27,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.39,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,4.96,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.58,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,6.73,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.89,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,3.23,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,5.8,NA,
Jamestown,8,24-Aug-22,3,4,43,TRTR,Traskorchestia traskiana,3.14,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,3.16,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,1.33,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,2.77,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,2.3,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,1.8,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,1.77,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,1.4,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,2.54,NA,
Jamestown,8,24-Aug-22,3,4,43,ISOPOD,NA,1.9,NA,
Jamestown,8,24-Aug-22,3,4,43,OTHER,NA,NA,0.0001,Fly
Jamestown,8,24-Aug-22,3,4,43,OTHER,NA,NA,0.0001,Fly
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,16.99,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,7.92,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,9.77,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,9.49,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,10.36,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,9.08,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,11.32,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,9.6,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,10.66,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,9.07,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,8.2,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,11.88,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,7.59,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,11.27,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,9.42,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,8.82,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,12.83,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,17.35,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,NA,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,NA,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,NA,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,8.31,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,4.28,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,12.17,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,7.98,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,5.68,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,6.23,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,4.86,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,15,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,11.23,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,4.57,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,11.86,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,5.18,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,3.75,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,7.54,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,4.71,NA,
NetIsland,10,26-Aug-22,3,2,44,TRTR,Traskorchestia traskiana,4.42,NA,
NetIsland,10,26-Aug-22,3,2,44,ISOPOD,NA,4.65,NA,
NetIsland,10,26-Aug-22,3,2,44,ISOPOD,NA,3.32,NA,
NetIsland,10,26-Aug-22,3,2,44,ISOPOD,NA,2.56,NA,
NetIsland,10,26-Aug-22,3,2,44,ISOPOD,NA,4.09,NA,
NetIsland,10,26-Aug-22,3,2,44,ISOPOD,NA,2.47,NA,
NetIsland,10,26-Aug-22,3,2,44,ISOPOD,NA,1.23,NA,
NetIsland,10,26-Aug-22,3,2,44,OTHER,NA,NA,0.0007,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.53,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,7.28,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.62,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.15,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.69,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,8.85,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,10.43,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,12.22,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,8.34,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,7.13,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,10.25,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,NA,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,7.05,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.93,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,7.85,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,16.41,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,7.86,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.53,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,4.29,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.58,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.83,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.52,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.06,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.69,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,9.99,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,8.01,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,6.17,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.04,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.48,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.38,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,7.3,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,7.82,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,4.76,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.57,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,8.59,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.4,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.15,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.41,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,4.17,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.08,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.41,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,5.96,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,2.81,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,3.82,NA,
Totem,14,9-Sep-22,2,3,61,TRTR,Traskorchestia traskiana,4.29,NA,
Totem,14,9-Sep-22,2,3,61,ISOPOD,NA,2.63,NA,
Totem,14,9-Sep-22,2,3,61,ISOPOD,NA,4.92,NA,
Totem,14,9-Sep-22,2,3,61,ISOPOD,NA,5.48,NA,
Totem,14,9-Sep-22,2,3,61,ISOPOD,NA,4.98,NA,
Totem,14,9-Sep-22,2,3,61,ISOPOD,NA,4.95,NA,
Totem,14,9-Sep-22,2,3,61,ISOPOD,NA,3.09,NA,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.0044,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.0073,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.028,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.0001,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.0001,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.0009,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.0009,
Totem,14,9-Sep-22,2,3,61,OTHER,NA,NA,0.0004,
