site_name,site_number,sampling_date,transect_number,distance_from_upper_transect,number_of_individuals_in_sample,species_id,species,length,mass,notes
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.13,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.19,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.21,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.06,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.93,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.57,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.73,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.9,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.51,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.31,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,8.05,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.44,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.85,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,9.32,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.81,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.97,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.3,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.7,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.31,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.13,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.43,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.23,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.4,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.77,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.61,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.5,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.47,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.85,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.38,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.46,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.88,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.12,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.97,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.29,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.3,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.93,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.13,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.49,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.07,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.97,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.1,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.97,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.98,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.05,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.55,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.76,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.04,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.41,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.91,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.15,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.15,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.48,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.83,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.92,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.15,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.2,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.14,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.89,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.34,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.71,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.41,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.22,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.58,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.79,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.33,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.97,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.85,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.58,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.28,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.33,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.05,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.71,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.48,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.57,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.84,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.91,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.94,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.15,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.03,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.64,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.17,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.37,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.07,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.6,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.85,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.7,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.52,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.12,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.08,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.05,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.72,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.31,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.4,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.22,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.14,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.89,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.48,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.67,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.37,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.28,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,6.11,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,7.37,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.3,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.5,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.11,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.88,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,2.53,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.45,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.42,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.75,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.95,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.06,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.76,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.33,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.98,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.82,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.05,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.96,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.58,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.79,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.9,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.19,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.45,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.15,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.08,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.61,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.07,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.67,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.51,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.06,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.64,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.73,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.09,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.97,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.6,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.86,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.84,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,2.84,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.13,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.02,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,2.46,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.85,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.31,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.79,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.48,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.9,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.07,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,5.07,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.16,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.66,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.84,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.85,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.86,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.12,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.04,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.21,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.11,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.75,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.37,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,3.65,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,4.25,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,TRTR,Traskorchestia traskiana,NA,NA,NA
Totem,14,9-Sep-22,3,5,439,OTHER,NA,NA,0.135,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,12.78,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,16.74,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.17,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.6,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.55,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.55,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.9,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.35,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.34,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.1,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.39,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,3.97,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.84,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.9,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.74,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.44,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.87,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.84,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.07,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,10.92,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.35,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.2,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.59,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.81,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.73,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.48,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.21,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.75,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.14,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.65,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.9,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,3.6,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.83,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.22,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.49,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,10.08,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.73,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.26,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.27,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.59,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.25,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.98,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.21,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.34,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.35,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.86,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.67,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.72,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.18,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.78,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.71,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.55,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.32,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.45,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,13.92,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.98,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.93,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.04,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.23,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.48,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.61,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.42,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.89,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.63,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.67,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.15,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.28,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.48,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.39,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.18,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.97,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.38,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,8.39,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.25,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.97,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.53,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.8,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.04,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.13,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.24,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.97,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.68,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.71,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.91,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.52,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.55,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.71,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,10.32,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.24,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.66,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.86,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,9.62,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.28,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.83,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.42,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.97,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.31,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.61,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.43,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.7,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.93,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,10.53,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.72,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.52,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.64,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.88,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.8,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.76,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.99,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.17,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,7.14,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.98,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.75,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.01,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,6.85,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,4.49,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.74,NA,NA
Harbor,6,16-Aug-22,1,5,492,TRTR,Traskorchestia traskiana,5.44,NA,NA
